Company,Date,Time,Rocket,Mission,RocketStatus,MissionStatus,Day/Night Launch,Complex ID,Launch Site,Territory,Country
NASA,9/9/59,8:19:00,Atlas-D Mercury,Big Joe 1,Retired,Partial Failure,Day,LC-14,Cape Canaveral AFS,Florida,USA
US Air Force,9/17/59,14:34:00,Thor DM-18 Able-II,Transit 1A,Retired,Failure,Day,SLC-17A,Cape Canaveral AFS,Florida,USA
US Navy,9/18/59,5:20:00,Vanguard,Vanguard 3,Retired,Partial Failure,Night,LC-18A,Cape Canaveral AFS,Florida,USA
US Air Force,11/7/59,20:28:00,Thor-DM18 Agena-A,Discoverer 7,Retired,Success,Night,SLC-1W (75-3-4),Vandenberg AFB,California,USA
US Air Force,11/20/59,19:25:00,Thor-DM18 Agena-A,Discoverer 8,Retired,Failure,Night,SLC-1E (75-3-5),Vandenberg AFB,California,USA
General Dynamics,11/26/59,7:26:00,Atlas-D Able,Pioneer P-3,Retired,Failure,Day,LC-14,Cape Canaveral AFS,Florida,USA
US Air Force,2/4/60,18:51:00,Thor-DM18 Agena-A,Discoverer 9,Retired,Failure,Night,SLC-1W (75-3-4),Vandenberg AFB,California,USA
US Air Force,2/19/60,20:15:00,Thor-DM18 Agena-A,Discoverer 10,Retired,Failure,Night,SLC-1E (75-3-5),Vandenberg AFB,California,USA
General Dynamics,2/26/60,17:25:00,Atlas-LV3 Agena-A,Midas 1,Retired,Failure,Day,LC-14,Cape Canaveral AFS,Florida,USA
US Air Force,3/11/60,13:00:00,Thor DM-18 Able-IV,Pioneer 5,Retired,Success,Day,SLC-17A,Cape Canaveral AFS,Florida,USA
US Air Force,4/1/60,11:40:00,Thor DM-18 Able-II,TIROS-1,Retired,Success,Day,SLC-17A,Cape Canaveral AFS,Florida,USA
US Air Force,4/13/60,12:02:00,Thor-DM21 Ablestar,Transit 1B,Retired,Success,Day,SLC-17B,Cape Canaveral AFS,Florida,USA
US Air Force,4/15/60,20:30:00,Thor-DM18 Agena-A,Discoverer 11,Retired,Success,Night,SLC-1E (75-3-5),Vandenberg AFB,California,USA
US Air Force,5/13/60,9:16:00,Thor DM-19 Delta,Echo 1,Retired,Failure,Day,SLC-17A,Cape Canaveral AFS,Florida,USA
General Dynamics,5/24/60,17:36:00,Atlas-LV3 Agena-A,Midas 2,Retired,Success,Day,LC-14,Cape Canaveral AFS,Florida,USA
US Air Force,6/22/60,5:54:00,Thor-DM21 Ablestar,Transit 2A & GRAB-1,Retired,Success,Night,SLC-17B,Cape Canaveral AFS,Florida,USA
US Air Force,6/29/60,22:00:00,Thor-DM18 Agena-A,Discoverer 12,Retired,Failure,Night,SLC-1W (75-3-4),Vandenberg AFB,California,USA
NASA,7/29/60,13:13:00,Atlas-D Mercury,Mercury-Atlas 1 (MA-1),Retired,Failure,Day,LC-14,Cape Canaveral AFS,Florida,USA
US Air Force,8/10/60,20:37:00,Thor-DM18 Agena-A,Discoverer 13,Retired,Success,Night,SLC-1E (75-3-5),Vandenberg AFB,California,USA
US Air Force,8/12/60,9:39:00,Thor DM-19 Delta,Echo 1A,Retired,Success,Day,SLC-17A,Cape Canaveral AFS,Florida,USA
US Air Force,8/18/60,19:57:00,Thor-DM18 Agena-A,Discoverer 14,Retired,Success,Night,SLC-1W (75-3-4),Vandenberg AFB,California,USA
US Air Force,8/18/60,19:58:00,Thor-DM21 Ablestar,Courier 1A,Retired,Failure,Night,SLC-17B,Cape Canaveral AFS,Florida,USA
US Air Force,9/13/60,22:14:00,Thor-DM18 Agena-A,Discoverer 15,Retired,Success,Night,SLC-1E (75-3-5),Vandenberg AFB,California,USA
General Dynamics,9/25/60,15:13:00,Atlas-D Able,Pioneer P-30,Retired,Failure,Day,LC-12,Cape Canaveral AFS,Florida,USA
US Air Force,10/4/60,17:50:00,Thor-DM21 Ablestar,Courier 1B,Retired,Success,Day,SLC-17B,Cape Canaveral AFS,Florida,USA
General Dynamics,10/11/60,20:33:00,Atlas-LV3 Agena-A,Samos 1,Retired,Failure,Night,SLC-3W,Vandenberg AFB,California,USA
US Air Force,10/26/60,20:26:00,Thor DM-21 Agena-B,Discoverer 16,Retired,Failure,Night,SLC-1W (75-3-4),Vandenberg AFB,California,USA
US Air Force,11/12/60,20:43:00,Thor DM-21 Agena-B,Discoverer 17,Retired,Success,Night,SLC-1E (75-3-5),Vandenberg AFB,California,USA
NASA,11/21/60,14:00:00,Mercury-Redstone,Mercury-Redstone 1 (MR-1),Retired,Failure,Day,LC-5,Cape Canaveral AFS,Florida,USA
US Air Force,11/23/60,11:13:00,Thor DM-19 Delta,TIROS-2,Retired,Success,Day,SLC-17A,Cape Canaveral AFS,Florida,USA
US Air Force,11/30/60,19:50:00,Thor-DM21 Ablestar,Transit 3A & GRAB-2,Retired,Failure,Night,SLC-17B,Cape Canaveral AFS,Florida,USA
NASA,12/4/60,21:14:00,Scout X-1,Explorer (S-56),Retired,Failure,Night,LA-3,Wallops Flight Facility,Virginia,USA
US Air Force,12/7/60,20:20:00,Thor DM-21 Agena-B,Discoverer 18,Retired,Success,Night,SLC-1W (75-3-4),Vandenberg AFB,California,USA
General Dynamics,12/15/60,9:10:00,Atlas-D Able,Pioneer P-31,Retired,Failure,Day,LC-12,Cape Canaveral AFS,Florida,USA
NASA,12/19/60,16:15:00,Mercury-Redstone,Mercury-Redstone 1A (MR-1A),Retired,Success,Day,LC-5,Cape Canaveral AFS,Florida,USA
US Air Force,12/20/60,20:32:00,Thor DM-21 Agena-B,Discoverer 19,Retired,Success,Night,SLC-1E (75-3-5),Vandenberg AFB,California,USA
NASA,1/31/61,16:55:00,Mercury-Redstone,Mercury-Redstone 2 (MR-2),Retired,Success,Day,LC-5,Cape Canaveral AFS,Florida,USA
General Dynamics,1/31/61,20:21:00,Atlas-LV3 Agena-A,Samos 2,Retired,Success,Night,SLC-3W,Vandenberg AFB,California,USA
NASA,2/16/61,13:05:00,Scout X-1,Explorer 9 (S-56A),Retired,Success,Day,LA-3,Wallops Flight Facility,Virginia,USA
US Air Force,2/17/61,20:25:00,Thor DM-21 Agena-B,Discoverer 20,Retired,Success,Night,SLC-1W (75-3-4),Vandenberg AFB,California,USA
US Air Force,2/18/61,22:58:00,Thor DM-21 Agena-B,Discoverer 21,Retired,Success,Night,SLC-1E (75-3-5),Vandenberg AFB,California,USA
NASA,2/21/61,14:12:00,Atlas-D Mercury,Mercury-Atlas 2 (MA-2),Retired,Success,Day,LC-14,Cape Canaveral AFS,Florida,USA
US Air Force,2/22/61,3:45:00,Thor-DM21 Ablestar,Transit 3B & Lofti 1,Retired,Success,Night,SLC-17B,Cape Canaveral AFS,Florida,USA
NASA,3/24/61,17:30:00,Mercury-Redstone,Mercury-Redstone BD (MR-BD),Retired,Success,Day,LC-5,Cape Canaveral AFS,Florida,USA
US Air Force,3/25/61,15:17:00,Thor DM-19 Delta,Explorer 10,Retired,Success,Day,SLC-17A,Cape Canaveral AFS,Florida,USA
US Air Force,3/30/61,20:34:00,Thor DM-21 Agena-B,Discoverer 22,Retired,Failure,Night,SLC-1W (75-3-4),Vandenberg AFB,California,USA
US Air Force,4/8/61,19:21:00,Thor DM-21 Agena-B,Discoverer 23,Retired,Success,Night,SLC-1E (75-3-5),Vandenberg AFB,California,USA
NASA,4/25/61,16:15:00,Atlas-D Mercury,Mercury-Atlas 3 (MA-3),Retired,Failure,Day,LC-14,Cape Canaveral AFS,Florida,USA
NASA,5/5/61,14:34:00,Mercury-Redstone,Freedom 7 (MR-3),Retired,Success,Day,LC-5,Cape Canaveral AFS,Florida,USA
US Air Force,6/8/61,21:16:00,Thor DM-21 Agena-B,Discoverer 24,Retired,Failure,Night,SLC-1W (75-3-4),Vandenberg AFB,California,USA
US Air Force,6/16/61,23:02:00,Thor DM-21 Agena-B,Discoverer 25,Retired,Success,Night,SLC-2E (75-1-1),Vandenberg AFB,California,USA
US Air Force,6/29/61,4:22:00,Thor-DM21 Ablestar,"Transit 4A, Injun 1 & GRAB-3",Retired,Success,Night,SLC-17B,Cape Canaveral AFS,Florida,USA
NASA,6/30/61,17:09:00,Scout X-1,Explorer (S-55),Retired,Failure,Day,LA-3,Wallops Flight Facility,Virginia,USA
US Air Force,7/7/61,23:29:00,Thor DM-21 Agena-B,Discoverer 26,Retired,Success,Night,SLC-1E (75-3-5),Vandenberg AFB,California,USA
US Air Force,7/12/61,10:25:00,Thor DM-19 Delta,TIROS-3,Retired,Success,Day,SLC-17A,Cape Canaveral AFS,Florida,USA
General Dynamics,7/12/61,15:11:00,Atlas-LV3 Agena-B,Midas 3,Retired,Success,Day,SLC-3E,Vandenberg AFB,California,USA
NASA,7/21/61,12:36:00,Mercury-Redstone,Liberty Bell 7 (MR-4),Retired,Success,Day,LC-5,Cape Canaveral AFS,Florida,USA
US Air Force,7/21/61,22:35:00,Thor DM-21 Agena-B,Discoverer 27,Retired,Failure,Night,SLC-1W (75-3-4),Vandenberg AFB,California,USA
US Air Force,8/4/61,0:01:00,Thor DM-21 Agena-B,Discoverer 28,Retired,Failure,Night,SLC-2E (75-1-1),Vandenberg AFB,California,USA
US Air Force,8/16/61,3:21:00,Thor DM-19 Delta,Explorer 12,Retired,Success,Night,SLC-17A,Cape Canaveral AFS,Florida,USA
General Dynamics,8/23/61,10:04:00,Atlas-LV3 Agena-B,Ranger 1,Retired,Failure,Day,LC-12,Cape Canaveral AFS,Florida,USA
NASA,8/25/61,18:29:00,Scout X-1,Explorer 13,Retired,Partial Failure,Night,LA-3,Wallops Flight Facility,Virginia,USA
US Air Force,8/30/61,20:00:00,Thor DM-21 Agena-B,Discoverer 29,Retired,Success,Night,SLC-1W (75-3-4),Vandenberg AFB,California,USA
General Dynamics,9/9/61,19:28:00,Atlas-LV3 Agena-B,Samos 3,Retired,Failure,Night,SLC-3W,Vandenberg AFB,California,USA
US Air Force,9/12/61,19:59:00,Thor DM-21 Agena-B,Discoverer 30,Retired,Success,Night,SLC-1E (75-3-5),Vandenberg AFB,California,USA
NASA,9/13/61,14:04:00,Atlas-D Mercury,Mercury-Atlas 4 (MA-4),Retired,Success,Day,LC-14,Cape Canaveral AFS,Florida,USA
US Air Force,9/17/61,21:00:00,Thor DM-21 Agena-B,Discoverer 31,Retired,Success,Night,SLC-2E (75-1-1),Vandenberg AFB,California,USA
US Air Force,10/13/61,19:22:00,Thor DM-21 Agena-B,Discoverer 32,Retired,Success,Night,SLC-1W (75-3-4),Vandenberg AFB,California,USA
General Dynamics,10/21/61,13:53:00,Atlas-LV3 Agena-B,Midas 4,Retired,Partial Failure,Day,SLC-3E,Vandenberg AFB,California,USA
US Air Force,10/23/61,19:23:00,Thor DM-21 Agena-B,Discoverer 33,Retired,Failure,Night,SLC-1E (75-3-5),Vandenberg AFB,California,USA
NASA,11/1/61,15:32:00,Blue Scout II,Mercury-Scout 1 (MS-1),Retired,Failure,Day,LC-18B,Cape Canaveral AFS,Florida,USA
US Air Force,11/5/61,20:00:00,Thor DM-21 Agena-B,Discoverer 34,Retired,Failure,Night,SLC-2E (75-1-1),Vandenberg AFB,California,USA
US Air Force,11/15/61,21:23:00,Thor DM-21 Agena-B,Discoverer 35,Retired,Success,Night,SLC-1W (75-3-4),Vandenberg AFB,California,USA
US Air Force,11/15/61,22:26:00,Thor-DM21 Ablestar,Transit 4B & TRAAC,Retired,Success,Night,SLC-17B,Cape Canaveral AFS,Florida,USA
General Dynamics,11/18/61,8:12:00,Atlas-LV3 Agena-B,Ranger 2,Retired,Failure,Day,LC-12,Cape Canaveral AFS,Florida,USA
General Dynamics,11/22/61,20:45:00,Atlas-LV3 Agena-B,Samos 4,Retired,Failure,Night,SLC-3W,Vandenberg AFB,California,USA
NASA,11/29/61,15:08:00,Atlas-D Mercury,Mercury-Atlas 5 (MA-5),Retired,Success,Day,LC-14,Cape Canaveral AFS,Florida,USA
US Air Force,12/12/61,20:40:00,Thor DM-21 Agena-B,Discoverer 36 & Oscar 1,Retired,Success,Night,SLC-1W (75-3-4),Vandenberg AFB,California,USA
General Dynamics,12/22/61,19:12:00,Atlas-LV3 Agena-B,Samos 5,Retired,Partial Failure,Night,SLC-3E,Vandenberg AFB,California,USA
US Air Force,1/13/62,21:41:00,Thor DM-21 Agena-B,Discoverer 37,Retired,Failure,Night,SLC-1W (75-3-4),Vandenberg AFB,California,USA
US Air Force,1/24/62,9:30:00,Thor-DM21 Ablestar,LOFTI-2A & Others,Retired,Failure,Day,SLC-17B,Cape Canaveral AFS,Florida,USA
General Dynamics,1/26/62,20:30:00,Atlas-LV3 Agena-B,Ranger 3,Retired,Partial Failure,Night,LC-12,Cape Canaveral AFS,Florida,USA
US Air Force,2/8/62,12:43:00,Thor DM-19 Delta,TIROS-4,Retired,Success,Day,SLC-17A,Cape Canaveral AFS,Florida,USA
NASA,2/20/62,14:47:00,Atlas-D Mercury,Friendship 7 (MA-6),Retired,Success,Day,LC-14,Cape Canaveral AFS,Florida,USA
US Air Force,2/21/62,18:44:00,Thor DM-21 Agena-B,FTV 2301,Retired,Partial Failure,Night,SLC-1E (75-3-5),Vandenberg AFB,California,USA
US Air Force,2/27/62,19:39:00,Thor DM-21 Agena-B,Discoverer 38,Retired,Success,Night,SLC-1W (75-3-4),Vandenberg AFB,California,USA
US Air Force,3/7/62,16:06:00,Thor DM-19 Delta,OSO-1,Retired,Success,Day,SLC-17A,Cape Canaveral AFS,Florida,USA
General Dynamics,3/7/62,22:10:00,Atlas-LV3 Agena-B,Samos 6,Retired,Success,Night,SLC-3E,Vandenberg AFB,California,USA
General Dynamics,4/9/62,15:04:00,Atlas-LV3 Agena-B,Midas 5,Retired,Success,Day,SLC-3E,Vandenberg AFB,California,USA
US Air Force,4/18/62,0:54:00,Thor DM-21 Agena-B,Discoverer 39,Retired,Success,Night,SLC-1E (75-3-5),Vandenberg AFB,California,USA
General Dynamics,4/23/62,20:50:00,Atlas-LV3 Agena-B,Ranger 4,Retired,Success,Night,LC-12,Cape Canaveral AFS,Florida,USA
NASA,4/26/62,10:49:00,Scout X-2,Solrad 4B,Retired,Failure,Day,LA-3,Wallops Flight Facility,Virginia,USA
US Air Force,4/26/62,18:00:00,Thor DM-19 Delta,Ariel 1,Retired,Success,Night,SLC-17A,Cape Canaveral AFS,Florida,USA
General Dynamics,4/26/62,18:56:00,Atlas-LV3 Agena-B,Samos 7,Retired,Success,Night,SLC-3W,Vandenberg AFB,California,USA
US Air Force,4/29/62,0:30:00,Thor DM-21 Agena-B,FTV 1125,Retired,Success,Night,SLC-1W (75-3-4),Vandenberg AFB,California,USA
General Dynamics,5/8/62,19:49:00,Atlas-LV3C Centaur-A,AC-1 (Test Vehicle),Retired,Failure,Night,SLC-36A,Cape Canaveral AFS,Florida,USA
US Air Force,5/10/62,12:06:00,Thor-DM21 Ablestar,ANNA 1A,Retired,Failure,Day,SLC-17B,Cape Canaveral AFS,Florida,USA
US Air Force,5/15/62,19:36:00,Thor DM-21 Agena-B,FTV 1126,Retired,Success,Night,SLC-1E (75-3-5),Vandenberg AFB,California,USA
NASA,5/24/62,12:45:00,Atlas-D Mercury,Aurora 7 (MA-7),Retired,Success,Day,LC-14,Cape Canaveral AFS,Florida,USA
US Air Force,5/24/62,,Scout X-2M,DSAP-1 F1 (Program 35),Retired,Failure,,SLC-5,Vandenberg AFB,California,USA
US Air Force,5/30/62,1:00:00,Thor DM-21 Agena-B,FTV 1128,Retired,Success,Night,SLC-2E (75-1-1),Vandenberg AFB,California,USA
US Air Force,6/2/62,0:31:00,Thor-DM18 Agena-A,FTV 1127 & Oscar 2,Retired,Success,Night,SLC-1W (75-3-4),Vandenberg AFB,California,USA
General Dynamics,6/17/62,18:14:00,Atlas-LV3 Agena-B,Samos 8,Retired,Success,Night,SLC-3W,Vandenberg AFB,California,USA
US Air Force,6/18/62,20:20:00,Thor DM-21 Agena-B,FTV 2312,Retired,Success,Night,SLC-1E (75-3-5),Vandenberg AFB,California,USA
US Air Force,6/19/62,12:19:00,Thor DM-19 Delta,TIROS-5,Retired,Success,Day,SLC-17A,Cape Canaveral AFS,Florida,USA
US Air Force,6/23/62,0:30:00,Thor DM-21 Agena-B,FTV 1129,Retired,Success,Night,SLC-1W (75-3-4),Vandenberg AFB,California,USA
US Air Force,6/28/62,1:09:00,Thor DM-21 Agena-D,FTV 1151,Retired,Success,Night,SLC-2E (75-1-1),Vandenberg AFB,California,USA
US Air Force,7/10/62,8:35:00,Thor DM-19 Delta,Telstar 1,Retired,Success,Day,SLC-17B,Cape Canaveral AFS,Florida,USA
General Dynamics,7/18/62,20:15:00,Atlas-LV3 Agena-B,Samos 9,Retired,Success,Night,SLC-3W,Vandenberg AFB,California,USA
US Air Force,7/21/62,0:56:00,Thor DM-21 Agena-B,FTV 1130,Retired,Success,Night,SLC-1E (75-3-5),Vandenberg AFB,California,USA
General Dynamics,7/22/62,9:21:00,Atlas-LV3 Agena-B,Mariner 1,Retired,Failure,Day,LC-12,Cape Canaveral AFS,Florida,USA
US Air Force,7/28/62,0:30:00,Thor DM-21 Agena-B,FTV 1131,Retired,Success,Night,SLC-1W (75-3-4),Vandenberg AFB,California,USA
US Air Force,8/2/62,0:17:00,Thor DM-21 Agena-D,FTV 1152,Retired,Success,Night,SLC-2E (75-1-1),Vandenberg AFB,California,USA
General Dynamics,8/5/62,17:59:00,Atlas-LV3 Agena-B,Samos 10,Retired,Success,Day,SLC-3W,Vandenberg AFB,California,USA
US Air Force,8/23/62,11:44:00,Scout X-2M,DSAP-1 F2 (Program 35),Retired,Success,Day,SLC-5,Vandenberg AFB,California,USA
General Dynamics,8/27/62,6:53:00,Atlas-LV3 Agena-B,Mariner 2,Retired,Success,Day,LC-12,Cape Canaveral AFS,Florida,USA
US Air Force,8/29/62,1:00:00,Thor DM-21 Agena-D,FTV 1153,Retired,Success,Night,SLC-2W,Vandenberg AFB,California,USA
US Air Force,9/1/62,20:39:00,Thor DM-21 Agena-B,FTV 1132,Retired,Success,Night,SLC-1E (75-3-5),Vandenberg AFB,California,USA
US Air Force,9/17/62,23:46:00,Thor DM-21 Agena-B,FTV 1133 & ERS-2,Retired,Success,Night,SLC-1W (75-3-4),Vandenberg AFB,California,USA
US Air Force,9/18/62,8:53:00,Thor DM-19 Delta,TIROS-6,Retired,Success,Day,SLC-17A,Cape Canaveral AFS,Florida,USA
US Air Force,9/29/62,6:05:00,Thor DM-21 Agena-B,Alouette 1 & TAVE,Retired,Success,Day,SLC-2E (75-1-1),Vandenberg AFB,California,USA
US Air Force,9/29/62,23:34:00,Thor DM-21 Agena-D,FTV 1154,Retired,Success,Night,SLC-2W,Vandenberg AFB,California,USA
US Air Force,10/2/62,22:11:00,Delta A,Explorer 14,Retired,Success,Night,SLC-17B,Cape Canaveral AFS,Florida,USA
NASA,10/3/62,9:13:00,Atlas-D Mercury,Sigma 7 (MA-8),Retired,Success,Day,LC-14,Cape Canaveral AFS,Florida,USA
US Air Force,10/9/62,18:35:00,Thor DM-21 Agena-B,FTV 1134,Retired,Success,Night,SLC-1W (75-3-4),Vandenberg AFB,California,USA
General Dynamics,10/18/62,16:59:00,Atlas-LV3 Agena-B,Ranger 5,Retired,Success,Day,LC-12,Cape Canaveral AFS,Florida,USA
US Air Force,10/26/62,16:14:00,Thor DM-21 Agena-D,STARAD,Retired,Success,Day,SLC-2W,Vandenberg AFB,California,USA
US Air Force,10/27/62,23:15:00,Delta A,Explorer 15,Retired,Success,Night,SLC-17B,Cape Canaveral AFS,Florida,USA
US Air Force,10/31/62,8:08:00,Thor-DM21 Ablestar,ANNA 1B,Retired,Success,Day,SLC-17A,Cape Canaveral AFS,Florida,USA
US Air Force,11/5/62,22:04:00,Thor DM-21 Agena-B,FTV 1136,Retired,Success,Night,SLC-1W (75-3-4),Vandenberg AFB,California,USA
General Dynamics,11/11/62,20:17:00,Atlas-LV3 Agena-B,Samos 11,Retired,Success,Night,SLC-3W,Vandenberg AFB,California,USA
US Air Force,11/24/62,22:01:00,Thor DM-21 Agena-B,FTV 1135,Retired,Success,Night,SLC-1W (75-3-4),Vandenberg AFB,California,USA
US Air Force,12/4/62,21:30:00,Thor DM-21 Agena-D,FTV 1155,Retired,Success,Night,SLC-2E (75-1-1),Vandenberg AFB,California,USA
US Air Force,12/13/62,4:07:00,Thor DM-21 Agena-D,Injun 3 & Others,Retired,Success,Night,SLC-2E (75-1-1),Vandenberg AFB,California,USA
US Air Force,12/13/62,23:30:00,Delta B,Relay 1,Retired,Success,Night,SLC-17A,Cape Canaveral AFS,Florida,USA
US Air Force,12/14/62,21:26:00,Thor DM-21 Agena-D,FTV 1156,Retired,Success,Night,SLC-1E (75-3-5),Vandenberg AFB,California,USA
NASA,12/16/62,14:33:00,Scout X-3,Explorer 16 (S-55B),Retired,Success,Day,LA-3,Wallops Flight Facility,Virginia,USA
General Dynamics,12/17/62,20:36:00,Atlas-LV3 Agena-B,Midas 6,Retired,Failure,Night,SLC-3E,Vandenberg AFB,California,USA
US Air Force,12/19/62,1:25:00,Scout X-3,Transit-5A 1,Retired,Success,Night,SLC-5,Vandenberg AFB,California,USA
US Air Force,2/19/63,16:33:00,Scout X-3M,DSAP-1 F3 (Program 35),Retired,Success,Day,SLC-5,Vandenberg AFB,California,USA
US Air Force,4/5/63,3:01:00,Scout X-3,Transit-5A 2,Retired,Failure,Night,SLC-5,Vandenberg AFB,California,USA
US Air Force,4/26/63,,Scout X-2M,DSAP-1 F4 (Program 35),Retired,Failure,,SLC-5,Vandenberg AFB,California,USA
General Dynamics,5/9/63,20:06:00,Atlas-LV3 Agena-B,Midas 7,Retired,Success,Night,SLC-3E,Vandenberg AFB,California,USA
NASA,5/15/63,13:04:00,Atlas-D Mercury,Faith 7 (MA-9),Retired,Success,Day,LC-14,Cape Canaveral AFS,Florida,USA
General Dynamics,6/12/63,,Atlas-LV3 Agena-B,Midas 8,Retired,Failure,,SLC-3E,Vandenberg AFB,California,USA
US Air Force,6/16/63,1:49:00,Scout X-3,Transit-5A 3,Retired,Success,Night,SLC-5,Vandenberg AFB,California,USA
US Air Force,6/28/63,21:19:00,Scout X-4,CRL-1 (GRS),Retired,Success,Night,SLC-5,Vandenberg AFB,California,USA
General Dynamics,7/12/63,20:46:00,Atlas-LV3 Agena-D,KH-7 Gambit 4001,Retired,Success,Night,SLC-4W,Vandenberg AFB,California,USA
General Dynamics,7/19/63,3:51:00,Atlas-LV3 Agena-B,Midas 9,Retired,Success,Night,SLC-3E,Vandenberg AFB,California,USA
General Dynamics,9/6/63,19:30:00,Atlas-LV3 Agena-D,KH-7 Gambit 4002,Retired,Success,Night,SLC-4W,Vandenberg AFB,California,USA
US Air Force,9/27/63,11:17:00,Scout X-2B,DSAP-1 F5 (Program 35),Retired,Failure,Day,SLC-5,Vandenberg AFB,California,USA
General Dynamics,10/17/63,2:37:00,Atlas-LV3 Agena-D,Vela 1A/1B,Retired,Success,Night,LC-13,Cape Canaveral AFS,Florida,USA
General Dynamics,10/25/63,18:59:00,Atlas-LV3 Agena-D,KH-7 Gambit 4003,Retired,Success,Night,SLC-4W,Vandenberg AFB,California,USA
General Dynamics,11/27/63,19:03:00,Atlas-LV3C Centaur-B,AC-2 (Test Vehicle),Retired,Success,Night,SLC-36A,Cape Canaveral AFS,Florida,USA
General Dynamics,12/18/63,21:45:00,Atlas-LV3 Agena-D,KH-7 Gambit 4004,Retired,Success,Night,SLC-4W,Vandenberg AFB,California,USA
NASA,12/19/63,18:49:00,Scout X-4,Explorer 19 (AD-A),Retired,Success,Night,SLC-5,Vandenberg AFB,California,USA
NASA,1/29/64,16:25:00,Saturn I,SA-5,Retired,Success,Day,LC-34,Cape Canaveral AFS,Florida,USA
General Dynamics,1/30/64,15:49:00,Atlas-LV3 Agena-B,Ranger 6,Retired,Success,Day,LC-12,Cape Canaveral AFS,Florida,USA
General Dynamics,2/25/64,18:59:00,Atlas-LV3 Agena-D,KH-7 Gambit 4005,Retired,Success,Night,SLC-4W,Vandenberg AFB,California,USA
General Dynamics,3/11/64,20:14:00,Atlas-LV3 Agena-D,KH-7 Gambit 4006,Retired,Success,Night,SLC-4W,Vandenberg AFB,California,USA
NASA,4/8/64,16:01:00,Titan II GLV,Gemini 1,Retired,Success,Day,LC-19,Cape Canaveral AFS,Florida,USA
General Dynamics,4/23/64,16:19:00,Atlas-LV3 Agena-D,KH-7 Gambit 4007,Retired,Success,Day,SLC-4W,Vandenberg AFB,California,USA
General Dynamics,5/19/64,19:21:00,Atlas-LV3 Agena-D,KH-7 Gambit 4008,Retired,Success,Night,SLC-4W,Vandenberg AFB,California,USA
NASA,5/28/64,17:07:00,Saturn I,A-101,Retired,Success,Day,SLC-37B,Cape Canaveral AFS,Florida,USA
General Dynamics,6/30/64,14:04:00,Atlas-LV3C Centaur-C,AC-3 (Test Vehicle),Retired,Failure,Day,SLC-36A,Cape Canaveral AFS,Florida,USA
General Dynamics,7/6/64,18:51:00,Atlas-LV3 Agena-D,KH-7 Gambit 4009,Retired,Success,Night,SLC-4W,Vandenberg AFB,California,USA
General Dynamics,7/17/64,2:37:00,Atlas-LV3 Agena-D,Vela 2A/2B,Retired,Success,Night,LC-13,Cape Canaveral AFS,Florida,USA
General Dynamics,7/28/64,16:50:00,Atlas-LV3 Agena-B,Ranger 7,Retired,Success,Day,LC-12,Cape Canaveral AFS,Florida,USA
General Dynamics,8/14/64,22:00:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4010,Retired,Success,Night,SLC-4E,Vandenberg AFB,California,USA
US Air Force,9/1/64,15:00:00,Titan IIIA,Transtage 1,Retired,Failure,Day,SLC-20,Cape Canaveral AFS,Florida,USA
General Dynamics,9/5/64,1:23:00,Atlas-LV3 Agena-B,OGO 1,Retired,Success,Night,LC-12,Cape Canaveral AFS,Florida,USA
NASA,9/18/64,16:22:00,Saturn I,A-102,Retired,Success,Day,SLC-37B,Cape Canaveral AFS,Florida,USA
General Dynamics,9/23/64,13:10:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4011,Retired,Success,Day,SLC-4E,Vandenberg AFB,California,USA
General Dynamics,10/8/64,,Atlas-SLV3 Agena-D,KH-7 Gambit 4012,Retired,Failure,,SLC-4E,Vandenberg AFB,California,USA
General Dynamics,10/23/64,18:30:00,Atlas-LV3 Agena-D,KH-7 Gambit 4013,Retired,Success,Night,SLC-4W,Vandenberg AFB,California,USA
General Dynamics,11/5/64,19:22:00,Atlas-LV3 Agena-D,Mariner 3,Retired,Failure,Night,LC-13,Cape Canaveral AFS,Florida,USA
General Dynamics,11/28/64,14:22:00,Atlas-LV3 Agena-D,Mariner 4,Retired,Success,Day,LC-12,Cape Canaveral AFS,Florida,USA
General Dynamics,12/4/64,18:57:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4014,Retired,Success,Night,SLC-4E,Vandenberg AFB,California,USA
US Air Force,12/10/64,16:52:00,Titan IIIA,Transtage 2,Retired,Success,Day,SLC-20,Cape Canaveral AFS,Florida,USA
General Dynamics,12/11/64,14:25:00,Atlas-LV3C Centaur-C,Surveyor-Model 1,Retired,Partial Failure,Day,SLC-36A,Cape Canaveral AFS,Florida,USA
NASA,1/19/65,14:04:00,Titan II GLV,Gemini 2,Retired,Success,Day,LC-19,Cape Canaveral AFS,Florida,USA
General Dynamics,1/21/65,20:09:00,Atlas-D OV1,OV1-1,Retired,Failure,Night,LC-576B3,Vandenberg AFB,California,USA
General Dynamics,1/23/65,20:09:00,Atlas-SLV3 Agena-D,KH-7 Gambit 4015,Retired,Success,Night,SLC-4W,Vandenberg AFB,California,USA
US Air Force,2/11/65,15:19:00,Titan IIIA,LES 1,Retired,Success,Day,SLC-20,Cape Canaveral AFS,Florida,USA
NASA,2/16/65,14:37:00,Saturn I,A-103,Retired,Success,Day,SLC-37B,Cape Canaveral AFS,Florida,USA
